customer_id,dni,gender,edad,ciudad_residencia,fecha_registro,nivel_riesgo
1201,71315464,F,50,Arequipa,2022-03-10 02:07:38,medio
1202,50550084,M,70,Trujillo,2020-01-04 11:03:05,bajo
1203,36738452,M,24,Iquitos,2015-12-05 22:35:16,alto
1204,61632653,M,55,Trujillo,2023-10-18 08:06:06,alto
1205,74855088,M,38,Cusco,2017-06-02 20:18:32,bajo
1206,24314759,F,25,Iquitos,2022-11-20 13:54:14,bajo
1207,41837210,F,68,Arequipa,2022-09-07 18:06:07,medio
1208,61185849,M,71,Iquitos,2016-07-15 23:30:39,alto
1209,86762164,M,38,Trujillo,2023-07-08 23:30:06,bajo
1210,58178682,F,73,Trujillo,2016-12-04 05:22:15,medio
1211,87149951,M,37,Piura,2018-01-22 01:27:11,medio
1212,49711319,M,25,Lima,2017-04-20 18:23:38,bajo
1213,49625201,M,75,Iquitos,2021-09-08 10:21:27,bajo
1214,12944682,F,63,Trujillo,2022-01-13 18:26:00,medio
1215,98346110,F,48,Chiclayo,2020-07-02 21:59:24,bajo
1216,63124147,M,67,Arequipa,2022-09-02 16:58:23,bajo
1217,46840133,M,74,Chiclayo,2015-06-04 19:09:49,bajo
1218,11086890,F,46,Cusco,2018-01-16 12:18:24,bajo
1219,85957706,F,65,Iquitos,2022-09-20 01:46:29,bajo
1220,16582607,M,26,Piura,2018-06-08 18:16:59,alto
1221,91390501,F,32,Arequipa,2022-09-26 07:16:29,bajo
1222,76669607,M,47,Piura,2016-07-14 08:33:58,bajo
1223,48412328,M,43,Lima,2019-04-03 22:58:31,bajo
1224,40885967,F,27,Trujillo,2020-07-06 17:32:00,bajo
1225,91478884,M,46,Arequipa,2017-10-16 00:33:41,bajo
1226,57287718,F,71,Cusco,2017-02-06 16:14:56,bajo
1227,39394291,M,33,Iquitos,2016-07-20 15:25:24,bajo
1228,95445405,M,53,Lima,2016-12-10 09:30:32,bajo
1229,35519083,F,37,Lima,2022-08-24 11:08:58,bajo
1230,93334601,M,62,Piura,2021-03-05 06:02:31,bajo
1231,43638559,F,71,Lima,2016-06-14 01:50:03,alto
1232,98473848,M,54,Arequipa,2023-11-29 21:17:53,bajo
1233,28358198,M,39,Piura,2021-07-14 15:15:39,bajo
1234,94322033,M,24,Lima,2023-09-15 09:13:54,medio
1235,23041121,F,40,Iquitos,2017-09-20 13:58:00,bajo
1236,94216001,M,58,Cusco,2021-06-11 00:39:01,bajo
1237,96750368,F,57,Iquitos,2021-06-23 00:13:53,bajo
1238,15291208,M,46,Chiclayo,2015-09-30 19:44:57,bajo
1239,51464269,F,33,Arequipa,2017-11-27 20:12:54,medio
1240,69166287,M,55,Cusco,2020-09-13 19:37:27,alto
1241,14478111,F,45,Cusco,2017-07-21 15:00:15,bajo
1242,87789079,F,65,Piura,2017-10-04 09:41:51,bajo
1243,58970845,F,55,Trujillo,2017-06-17 13:24:53,bajo
1244,27637794,F,48,Piura,2018-01-16 10:32:43,alto
1245,22097496,F,31,Arequipa,2015-11-15 19:58:30,alto
1246,49609054,F,70,Arequipa,2022-02-20 04:33:25,bajo
1247,53851498,M,50,Piura,2020-03-29 05:33:57,bajo
1248,65767881,M,74,Trujillo,2020-04-07 06:42:54,bajo
1249,33574011,F,26,Iquitos,2022-08-04 22:51:05,bajo
1250,36950221,F,74,Piura,2019-11-30 10:04:29,bajo
1251,27738187,F,44,Arequipa,2018-01-27 19:20:40,bajo
1252,82398083,M,41,Trujillo,2016-12-31 10:55:09,bajo
1253,59104566,M,30,Arequipa,2017-03-28 13:17:39,alto
1254,81249799,M,43,Trujillo,2018-06-14 11:26:20,alto
1255,77349752,F,46,Trujillo,2015-01-22 22:51:48,bajo
1256,46578001,M,68,Piura,2019-04-22 18:38:41,bajo
1257,32084778,M,66,Piura,2015-03-17 20:33:13,medio
1258,44489940,M,60,Piura,2022-10-20 21:45:01,bajo
1259,74672520,M,45,Trujillo,2023-06-20 03:36:27,bajo
1260,49613214,F,45,Trujillo,2023-06-26 10:55:12,bajo
1261,55461591,M,25,Arequipa,2015-02-05 17:35:00,bajo
1262,25457816,F,40,Cusco,2023-05-25 07:06:08,bajo
1263,72858374,M,46,Piura,2019-01-18 02:59:29,bajo
1264,20106509,M,22,Chiclayo,2018-09-09 14:34:19,bajo
1265,28892086,M,59,Arequipa,2023-02-03 23:18:49,bajo
1266,40281491,M,24,Arequipa,2022-09-20 10:23:14,bajo
1267,63339667,M,59,Lima,2021-12-23 14:12:18,bajo
1268,84801233,M,53,Piura,2022-07-08 17:13:49,medio
1269,59093496,F,58,Iquitos,2016-05-08 09:43:11,bajo
1270,22120246,M,44,Arequipa,2015-02-10 20:14:24,bajo
1271,62958901,F,75,Lima,2019-03-01 14:16:21,bajo
1272,11868130,F,63,Chiclayo,2019-09-25 03:12:25,bajo
1273,45495029,F,19,Chiclayo,2018-07-14 05:09:49,bajo
1274,82017516,M,42,Iquitos,2015-10-31 23:18:02,medio
1275,26587799,M,26,Piura,2018-02-22 13:20:13,bajo
1276,71040347,M,70,Trujillo,2017-07-10 05:33:46,bajo
1277,59470729,M,44,Lima,2015-12-09 03:43:46,medio
1278,45186708,F,18,Trujillo,2020-12-08 17:36:36,bajo
1279,88458327,M,40,Chiclayo,2015-08-17 04:14:25,bajo
1280,61140376,M,27,Chiclayo,2017-06-22 07:48:12,bajo
1281,95704631,F,59,Cusco,2015-07-21 12:37:24,bajo
1282,59858348,F,69,Cusco,2020-01-29 10:49:45,medio
1283,24541967,F,42,Iquitos,2020-08-19 10:51:49,bajo
1284,41383044,M,71,Cusco,2016-06-28 23:10:23,bajo
1285,73280554,M,78,Cusco,2015-11-01 16:05:14,medio
1286,13358751,F,20,Iquitos,2016-11-07 14:30:09,bajo
1287,93154172,M,23,Arequipa,2022-02-03 21:07:23,bajo
1288,85350823,M,78,Cusco,2018-01-12 14:19:39,bajo
1289,54024257,M,75,Arequipa,2017-09-29 12:03:09,bajo
1290,91883846,M,23,Arequipa,2019-11-03 01:54:00,alto
1291,39711402,M,70,Piura,2018-01-07 10:40:42,medio
1292,96926431,M,19,Arequipa,2022-09-30 08:53:53,bajo
1293,18484847,F,75,Arequipa,2021-02-16 03:13:26,bajo
1294,95282470,F,75,Cusco,2015-08-11 16:51:18,bajo
1295,72312933,F,35,Arequipa,2016-08-01 15:59:52,bajo
1296,50559278,M,40,Trujillo,2020-02-03 18:01:43,bajo
1297,97139443,M,19,Iquitos,2020-06-28 22:41:03,bajo
1298,64800542,M,29,Cusco,2021-04-09 05:03:20,medio
1299,25659979,F,39,Iquitos,2021-06-12 15:31:54,medio
1300,28760553,F,54,Lima,2016-02-25 11:11:10,bajo
1301,16086345,M,37,Cusco,2022-04-09 07:08:56,bajo
1302,14994527,F,56,Arequipa,2016-02-08 10:26:48,bajo
1303,50851122,M,41,Trujillo,2019-12-25 14:22:46,medio
1304,76118957,F,65,Iquitos,2023-01-04 13:17:49,medio
1305,25585427,F,37,Cusco,2017-04-16 00:55:21,alto
1306,23044889,F,18,Trujillo,2017-01-28 05:25:23,bajo
1307,41514326,F,18,Iquitos,2019-09-02 04:15:33,bajo
1308,82148284,F,34,Lima,2020-08-07 15:08:02,bajo
1309,28208520,M,76,Chiclayo,2023-12-19 23:48:03,bajo
1310,62163160,F,18,Lima,2022-01-15 00:03:06,bajo
1311,70887034,M,70,Chiclayo,2023-12-05 00:54:51,bajo
1312,59796322,F,69,Piura,2018-07-27 22:24:33,bajo
1313,99991136,F,62,Chiclayo,2018-07-22 23:56:30,bajo
1314,82503409,F,47,Piura,2015-12-28 13:06:52,bajo
1315,66254240,M,58,Cusco,2016-11-10 04:19:51,bajo
1316,88831486,F,64,Piura,2016-06-28 18:15:35,bajo
1317,30739712,F,20,Trujillo,2023-03-25 09:03:06,bajo
1318,65684858,F,63,Piura,2019-11-20 12:28:31,bajo
1319,97902129,M,72,Trujillo,2022-04-07 14:50:57,bajo
1320,23290458,M,28,Iquitos,2020-05-20 14:11:43,bajo
1321,75679047,M,41,Iquitos,2019-06-02 11:18:42,alto
1322,92631441,M,39,Chiclayo,2023-12-09 16:01:05,bajo
1323,64776386,F,61,Chiclayo,2021-01-07 18:26:06,bajo
1324,47546086,M,62,Chiclayo,2017-03-17 00:13:31,bajo
1325,14391105,F,43,Piura,2023-06-12 12:04:28,medio
1326,59731689,M,30,Chiclayo,2023-11-04 08:08:46,bajo
1327,39161443,M,18,Piura,2023-06-20 20:32:05,bajo
1328,69509870,F,41,Piura,2023-05-19 07:35:14,bajo
1329,69686067,F,27,Arequipa,2018-01-22 21:42:38,medio
1330,41690501,M,52,Arequipa,2018-12-17 01:57:59,medio
1331,58678896,F,41,Piura,2019-12-11 00:43:09,bajo
1332,23335151,F,45,Iquitos,2018-04-17 17:04:47,medio
1333,59302863,M,53,Trujillo,2015-01-10 19:45:48,medio
1334,83076970,F,33,Cusco,2017-01-04 12:19:35,bajo
1335,96547189,F,57,Lima,2015-05-30 01:10:15,bajo
1336,58140388,F,33,Arequipa,2022-11-28 16:46:15,bajo
1337,18126895,M,76,Piura,2017-01-02 18:21:29,medio
1338,63437398,F,34,Lima,2018-07-12 07:24:55,bajo
1339,47028180,M,68,Arequipa,2022-01-20 10:25:09,alto
1340,35475673,M,71,Cusco,2022-01-16 18:17:25,bajo
1341,26395999,M,32,Trujillo,2015-10-10 16:17:14,bajo
1342,71031132,M,33,Piura,2020-09-05 02:42:33,medio
1343,22304198,F,32,Cusco,2020-12-12 15:35:36,bajo
1344,98955314,F,74,Iquitos,2018-08-12 10:07:40,bajo
1345,38468360,F,51,Arequipa,2015-03-12 04:46:13,bajo
1346,96128115,M,28,Piura,2018-06-04 03:12:03,bajo
1347,95831286,M,18,Lima,2019-10-16 23:13:04,bajo
1348,90147573,M,32,Iquitos,2019-04-30 21:29:24,bajo
1349,12866549,F,43,Iquitos,2016-02-26 12:26:49,bajo
1350,16788532,M,68,Chiclayo,2020-03-27 10:22:10,alto
1351,54762841,F,21,Trujillo,2020-02-09 21:35:43,alto
1352,42691263,F,60,Iquitos,2023-08-15 11:02:02,bajo
1353,26901217,M,22,Arequipa,2020-07-05 19:01:24,medio
1354,85776373,F,52,Trujillo,2015-02-08 02:21:39,bajo
1355,37542226,M,30,Piura,2016-12-08 08:34:04,bajo
1356,19208698,F,27,Chiclayo,2020-09-01 22:44:50,bajo
1357,84384510,F,28,Cusco,2020-10-22 03:31:44,alto
1358,37804191,M,35,Trujillo,2021-09-26 23:09:23,alto
1359,88703005,M,51,Lima,2015-06-30 22:17:54,bajo
1360,38984499,F,56,Arequipa,2017-12-27 07:42:31,bajo
1361,41272553,F,58,Lima,2018-04-20 13:42:03,bajo
1362,54098516,M,59,Trujillo,2020-08-15 17:56:39,bajo
1363,29804386,F,67,Chiclayo,2020-09-30 20:47:44,bajo
1364,89991301,F,40,Cusco,2023-02-25 01:48:13,bajo
1365,10380581,F,24,Cusco,2023-01-27 10:38:08,medio
1366,47215199,M,76,Lima,2015-08-09 22:49:50,bajo
1367,29419691,F,56,Piura,2017-04-23 13:05:18,alto
1368,27447248,F,20,Piura,2023-03-11 21:49:02,bajo
1369,82506491,M,29,Chiclayo,2017-08-23 12:52:59,bajo
1370,43642236,M,24,Cusco,2022-11-02 04:19:29,medio
1371,33420607,F,66,Lima,2020-09-13 07:10:25,medio
1372,24754064,M,43,Lima,2022-11-13 16:32:08,bajo
1373,98725654,F,50,Lima,2022-01-16 05:09:16,bajo
1374,13460153,M,54,Trujillo,2015-12-15 02:38:53,alto
1375,27690330,M,65,Chiclayo,2023-11-12 20:04:17,bajo
1376,11994519,F,32,Piura,2020-02-04 01:22:31,bajo
1377,58082464,M,19,Piura,2020-05-14 11:11:37,bajo
1378,41934639,F,58,Trujillo,2015-04-27 07:29:43,medio
1379,89034501,M,24,Arequipa,2018-07-18 02:21:03,medio
1380,53455870,F,49,Trujillo,2020-08-23 05:33:56,alto
1381,12118101,M,21,Chiclayo,2021-01-06 03:59:23,bajo
1382,33386929,M,37,Lima,2016-02-16 10:24:14,bajo
1383,45617024,F,67,Trujillo,2017-07-16 17:57:43,bajo
1384,17032877,M,70,Lima,2019-10-09 17:13:48,medio
1385,27013243,F,53,Chiclayo,2015-07-13 16:52:46,bajo
1386,66500369,M,49,Iquitos,2020-10-08 10:04:25,bajo
1387,80610004,F,45,Chiclayo,2021-05-20 15:57:39,bajo
1388,25253751,M,30,Cusco,2017-10-28 07:09:49,bajo
1389,18530615,F,18,Lima,2021-08-17 16:20:00,medio
1390,73920651,M,77,Piura,2018-03-10 07:58:07,bajo
1391,70166480,M,73,Trujillo,2016-12-27 01:08:04,alto
1392,58592048,M,52,Iquitos,2020-03-30 14:15:27,bajo
1393,78885632,M,65,Chiclayo,2020-05-08 05:32:56,alto
1394,89680504,F,47,Lima,2015-07-16 12:44:28,medio
1395,24636981,M,71,Iquitos,2019-08-15 00:37:44,bajo
1396,70667140,F,53,Arequipa,2022-01-15 16:42:13,alto
1397,77624084,M,74,Cusco,2016-06-23 08:13:26,bajo
1398,39735904,M,72,Arequipa,2023-06-16 14:07:47,medio
1399,92558242,F,42,Chiclayo,2019-01-16 15:46:51,medio
1400,15820356,F,33,Arequipa,2021-04-27 22:33:33,medio
1401,98436473,M,75,Arequipa,2022-09-09 01:09:21,bajo
1402,79987997,M,36,Cusco,2020-02-24 11:15:49,bajo
1403,50484137,M,18,Cusco,2018-09-05 01:06:53,bajo
1404,71477426,F,22,Cusco,2023-12-07 20:39:01,bajo
1405,96347724,F,68,Iquitos,2020-02-22 12:58:20,medio
1406,14180968,M,39,Cusco,2017-12-23 11:47:33,medio
1407,18163847,F,41,Arequipa,2016-11-28 09:08:25,alto
1408,74287863,F,60,Piura,2021-05-14 07:05:19,bajo
1409,63904155,F,62,Piura,2015-08-21 08:45:04,medio
1410,67213476,F,69,Cusco,2018-06-09 19:05:57,alto
1411,24490391,M,54,Iquitos,2016-07-29 10:07:39,medio
1412,75802771,M,70,Trujillo,2022-07-20 12:23:22,bajo
1413,69533928,M,53,Lima,2023-08-11 03:23:53,bajo
1414,19863756,M,53,Chiclayo,2015-06-04 22:32:33,bajo
1415,20843514,F,21,Iquitos,2023-03-19 03:57:07,bajo
1416,53233116,F,53,Trujillo,2023-07-05 05:30:12,bajo
1417,91644298,M,69,Chiclayo,2017-08-15 09:44:36,alto
1418,29909029,M,70,Trujillo,2018-03-27 22:25:19,bajo
1419,18815720,M,35,Trujillo,2020-10-14 09:45:35,bajo
1420,26937148,F,67,Piura,2023-03-24 04:33:43,bajo
1421,46912022,M,33,Lima,2023-11-28 17:03:41,medio
1422,93794475,F,58,Trujillo,2020-04-12 12:02:43,alto
1423,94970119,M,35,Cusco,2020-07-27 00:10:26,medio
1424,88566318,M,39,Chiclayo,2017-06-09 09:42:21,bajo
1425,83599154,F,19,Iquitos,2016-09-02 12:20:04,bajo
1426,53645651,F,38,Piura,2023-10-13 05:21:47,medio
1427,61124122,M,53,Chiclayo,2017-04-04 16:13:02,bajo
1428,90180577,F,61,Cusco,2018-06-28 23:43:09,bajo
1429,81210133,F,56,Cusco,2015-08-16 03:06:34,bajo
1430,49580505,F,64,Trujillo,2022-10-25 09:58:57,bajo
1431,70896652,M,56,Cusco,2021-08-05 09:20:37,medio
1432,77853916,F,46,Lima,2023-11-20 17:42:50,bajo
1433,91259008,M,71,Cusco,2016-12-20 18:42:53,bajo
1434,67740376,F,43,Trujillo,2015-01-26 12:54:31,bajo
1435,23311507,M,38,Chiclayo,2020-04-16 08:53:43,bajo
1436,25356396,M,34,Cusco,2015-10-01 14:13:24,bajo
1437,97874085,M,33,Piura,2016-06-25 01:41:55,bajo
1438,97364555,F,77,Iquitos,2020-09-01 23:46:15,bajo
1439,83998961,M,48,Piura,2022-12-11 01:34:51,bajo
1440,38859907,F,68,Piura,2015-10-14 16:51:43,bajo
1441,67723010,F,26,Chiclayo,2016-10-02 15:48:31,bajo
1442,70606674,M,48,Arequipa,2023-11-09 18:10:29,bajo
1443,40667888,F,31,Iquitos,2020-04-25 16:30:55,bajo
1444,65541117,M,66,Piura,2015-05-20 16:29:56,medio
1445,55490631,F,54,Piura,2020-04-23 14:07:23,bajo
1446,70867592,M,19,Arequipa,2018-07-27 22:27:25,bajo
1447,63516659,F,69,Chiclayo,2020-06-16 21:08:57,bajo
1448,65833185,F,65,Iquitos,2018-05-31 05:00:20,alto
1449,22762205,F,63,Piura,2018-04-11 10:29:15,bajo
1450,51949529,F,31,Trujillo,2019-11-16 16:01:29,bajo
1451,67279295,M,76,Chiclayo,2019-09-16 00:58:09,medio
1452,51946203,F,50,Iquitos,2020-06-06 03:03:58,medio
1453,99269266,F,52,Piura,2022-07-03 23:55:47,medio
1454,44210729,F,75,Piura,2017-01-01 01:21:54,bajo
1455,60237832,M,56,Arequipa,2019-08-22 05:08:34,bajo
1456,30486849,F,75,Iquitos,2017-07-16 20:19:14,bajo
1457,73655158,F,64,Trujillo,2017-09-05 15:30:31,alto
1458,19010480,F,68,Chiclayo,2019-08-28 07:41:27,bajo
1459,22243983,M,37,Cusco,2016-12-12 05:34:18,bajo
1460,21457410,F,19,Lima,2015-04-05 19:14:44,alto
1461,22513132,M,68,Trujillo,2023-09-30 06:16:56,alto
1462,67965485,F,58,Cusco,2016-09-28 03:18:38,alto
1463,22960658,M,36,Trujillo,2018-07-07 15:03:04,medio
1464,60015814,F,76,Iquitos,2020-12-16 19:13:36,alto
1465,27463800,F,54,Cusco,2020-06-01 23:54:44,bajo
1466,84674816,M,35,Iquitos,2019-08-12 06:13:11,medio
1467,18050510,F,33,Cusco,2017-05-29 14:29:01,medio
1468,88714010,M,21,Trujillo,2019-10-27 03:56:27,bajo
1469,85374852,F,29,Arequipa,2019-03-02 06:57:41,bajo
1470,85387867,F,46,Trujillo,2017-11-30 06:22:33,alto
1471,54244334,F,24,Iquitos,2016-03-18 16:30:26,bajo
1472,99927658,F,31,Trujillo,2020-04-18 19:59:14,medio
1473,26405605,F,72,Cusco,2020-10-05 20:24:19,bajo
1474,65137801,M,29,Lima,2022-07-19 17:31:52,bajo
1475,57459130,M,52,Cusco,2015-11-12 04:50:12,bajo
1476,99300492,F,22,Piura,2017-03-19 06:02:30,bajo
1477,66765623,F,34,Trujillo,2015-06-30 03:42:09,bajo
1478,16904975,F,75,Chiclayo,2023-01-04 01:10:36,bajo
1479,48604965,F,59,Trujillo,2015-11-10 12:32:46,bajo
1480,90585678,M,49,Arequipa,2016-10-20 04:58:00,bajo
1481,51936181,F,27,Iquitos,2021-07-11 14:31:29,bajo
1482,57197152,M,60,Chiclayo,2015-12-01 07:13:09,bajo
1483,23905032,F,34,Cusco,2016-06-19 03:04:58,medio
1484,87566910,M,22,Arequipa,2022-04-03 23:10:55,bajo
1485,78103759,M,62,Trujillo,2021-09-01 06:51:49,bajo
1486,38553319,M,59,Cusco,2018-01-17 03:52:43,bajo
1487,30767532,M,26,Cusco,2022-08-02 07:55:21,bajo
1488,98145654,F,66,Piura,2021-01-18 18:32:29,bajo
1489,74718365,M,50,Piura,2020-04-25 10:31:38,bajo
1490,40097636,M,53,Lima,2020-08-27 00:57:13,medio
1491,24524825,M,53,Piura,2018-05-16 05:50:32,alto
1492,56991504,M,35,Iquitos,2016-05-03 01:34:11,medio
1493,84660688,M,26,Chiclayo,2022-12-03 17:31:34,bajo
1494,59333209,M,79,Cusco,2017-03-29 22:44:13,bajo
1495,25419645,F,74,Piura,2016-07-31 08:39:49,bajo
1496,47388792,F,46,Lima,2022-12-19 18:21:52,medio
1497,87054398,F,78,Trujillo,2016-08-27 08:54:34,alto
1498,40354559,M,67,Chiclayo,2022-10-01 21:38:09,bajo
1499,67594492,M,31,Piura,2020-04-12 16:57:47,bajo
1500,85291541,F,42,Cusco,2022-12-01 20:57:56,bajo
1501,93446356,F,32,Trujillo,2023-01-02 20:53:12,medio
1502,92352411,M,23,Iquitos,2018-12-10 16:44:43,medio
1503,96261621,M,73,Cusco,2018-10-22 14:38:55,bajo
1504,84724345,M,59,Trujillo,2017-06-12 01:19:51,alto
1505,13523729,M,46,Iquitos,2019-05-23 11:37:01,bajo
1506,91737913,M,32,Iquitos,2021-03-08 09:29:41,alto
1507,98292612,F,46,Chiclayo,2021-09-02 06:44:55,alto
1508,45896226,F,21,Cusco,2018-02-13 07:35:31,medio
1509,13886030,F,35,Piura,2020-08-14 14:04:31,bajo
1510,34215035,F,67,Piura,2020-07-10 23:53:03,bajo
1511,46677730,F,74,Lima,2022-09-17 14:28:13,bajo
1512,51471222,F,66,Trujillo,2023-04-18 06:16:24,bajo
1513,55610493,F,61,Lima,2015-07-08 01:18:53,medio
1514,57113566,M,56,Arequipa,2016-02-11 03:57:53,bajo
1515,10819505,M,33,Piura,2023-02-01 14:59:53,bajo
1516,34347841,M,28,Trujillo,2016-12-02 10:56:19,medio
1517,29226889,F,31,Chiclayo,2020-12-23 18:39:13,bajo
1518,86010330,F,20,Lima,2023-02-22 05:46:20,bajo
1519,98227303,M,68,Chiclayo,2022-11-06 01:20:40,bajo
1520,63792364,F,67,Chiclayo,2017-11-27 07:46:20,bajo
1521,19339597,M,79,Chiclayo,2019-10-20 21:16:10,bajo
1522,29042093,F,59,Lima,2020-12-06 05:18:08,medio
1523,94982908,M,55,Arequipa,2017-03-02 14:22:12,bajo
1524,14114726,M,62,Iquitos,2023-08-23 06:56:40,alto
1525,22315507,M,59,Iquitos,2016-10-01 14:21:49,bajo
1526,81200181,M,35,Lima,2021-11-25 20:16:40,bajo
1527,38874646,M,75,Iquitos,2016-10-26 18:12:27,bajo
1528,60491958,M,37,Cusco,2020-07-17 21:12:58,bajo
1529,66348963,F,75,Iquitos,2016-03-16 16:57:05,bajo
1530,70887307,F,65,Piura,2020-02-21 07:07:12,bajo
1531,55754284,M,42,Lima,2022-11-04 09:33:11,bajo
1532,31127115,F,74,Iquitos,2021-10-26 14:05:06,bajo
1533,59667685,F,55,Lima,2022-01-13 00:55:32,bajo
1534,51827259,M,30,Arequipa,2019-01-22 10:55:32,bajo
1535,53537934,M,21,Cusco,2019-02-23 05:50:40,medio
1536,86181117,M,72,Lima,2017-09-15 02:49:26,alto
1537,90023800,M,31,Piura,2023-03-17 08:55:21,bajo
1538,21402740,F,50,Iquitos,2021-07-12 22:51:32,bajo
1539,17061037,M,45,Piura,2016-02-15 11:34:17,alto
1540,30881581,F,69,Iquitos,2020-10-18 02:58:40,bajo
1541,31127198,F,54,Lima,2018-07-17 22:43:21,alto
1542,92924837,M,25,Chiclayo,2022-05-03 01:31:26,bajo
1543,16679008,F,61,Iquitos,2022-05-29 04:39:03,medio
1544,20949687,M,51,Chiclayo,2020-10-27 08:41:14,bajo
1545,46521025,F,61,Cusco,2019-01-07 09:53:06,alto
1546,69473616,M,22,Piura,2017-12-11 12:22:26,bajo
1547,98843907,F,71,Chiclayo,2016-04-29 00:27:19,bajo
1548,66910299,F,22,Piura,2023-04-12 19:34:16,bajo
1549,75184410,M,48,Iquitos,2016-12-11 09:03:38,bajo
1550,91480362,F,62,Iquitos,2022-11-16 09:54:34,medio
1551,69330166,F,26,Cusco,2020-07-14 19:53:52,bajo
1552,65590800,F,59,Iquitos,2016-08-29 19:12:21,alto
1553,46663833,F,49,Cusco,2022-07-29 11:27:24,bajo
1554,38933176,F,50,Chiclayo,2017-12-30 16:58:18,medio
1555,78765957,M,79,Iquitos,2020-03-29 01:36:57,bajo
1556,25276327,M,20,Lima,2021-11-26 12:20:35,alto
1557,56328316,F,47,Trujillo,2016-03-08 12:38:34,alto
1558,67702031,M,67,Arequipa,2016-11-06 17:10:31,bajo
1559,24883373,F,29,Trujillo,2021-06-12 11:18:23,medio
1560,48016697,F,46,Trujillo,2020-07-27 10:39:21,medio
1561,89609131,M,20,Piura,2023-05-30 10:38:07,bajo
1562,75314742,M,43,Cusco,2016-01-18 00:53:36,bajo
1563,80723898,F,74,Piura,2016-07-16 13:15:38,bajo
1564,99541016,M,78,Chiclayo,2018-09-14 04:37:10,medio
1565,51395350,F,47,Arequipa,2017-05-13 04:45:55,bajo
1566,16095815,M,26,Chiclayo,2015-01-02 03:29:24,bajo
1567,39597483,F,43,Lima,2017-06-30 17:16:15,bajo
1568,63051354,M,19,Arequipa,2017-07-16 04:46:00,bajo
1569,90440034,F,79,Piura,2022-09-15 16:26:29,medio
1570,17352710,M,20,Iquitos,2019-12-17 08:06:57,alto
1571,11031743,F,63,Iquitos,2021-08-20 06:25:46,bajo
1572,37437207,M,21,Piura,2022-08-10 13:17:55,bajo
1573,50455821,F,42,Chiclayo,2018-04-30 19:55:16,medio
1574,38351344,F,68,Piura,2018-07-01 22:29:34,bajo
1575,28419343,M,30,Piura,2020-05-21 06:28:25,bajo
1576,44295247,M,56,Trujillo,2020-02-06 11:46:20,bajo
1577,48848936,M,61,Lima,2020-03-07 09:48:25,bajo
1578,54039837,F,52,Iquitos,2022-05-25 07:11:37,bajo
1579,26104026,F,72,Trujillo,2020-11-09 04:27:43,medio
1580,11037490,F,40,Piura,2016-07-08 19:30:11,bajo
1581,76757928,M,26,Cusco,2015-02-20 10:49:49,medio
1582,67801537,M,19,Trujillo,2023-09-07 15:55:32,bajo
1583,33581357,F,78,Piura,2021-11-16 14:17:15,bajo
1584,27339011,M,71,Iquitos,2017-03-03 14:29:03,medio
1585,61030579,F,58,Piura,2020-01-02 23:59:49,bajo
1586,81481992,M,61,Lima,2016-01-23 19:20:12,bajo
1587,40884937,F,48,Chiclayo,2021-04-13 06:30:31,bajo
1588,77144075,M,61,Arequipa,2015-11-27 02:55:10,bajo
1589,84990607,M,64,Trujillo,2015-01-06 05:45:51,medio
1590,99663907,F,19,Trujillo,2021-02-10 06:26:33,bajo
1591,57535513,F,49,Trujillo,2016-11-12 15:23:54,medio
1592,19673809,F,35,Piura,2019-10-20 14:05:33,bajo
1593,63293990,M,30,Lima,2015-07-13 18:36:20,bajo
1594,15677713,M,63,Piura,2019-01-01 17:42:22,alto
1595,68548403,F,22,Piura,2022-05-06 14:04:54,medio
1596,12515446,F,75,Chiclayo,2021-09-15 21:33:12,bajo
1597,71707170,M,59,Cusco,2020-05-30 18:34:57,bajo
1598,20450542,M,61,Lima,2021-07-06 13:43:29,bajo
1599,52018286,M,27,Trujillo,2021-11-27 23:58:41,bajo
1600,87277086,F,73,Arequipa,2021-06-28 23:06:12,medio
1601,67617561,M,60,Trujillo,2022-05-28 04:14:36,medio
1602,86960402,M,42,Piura,2018-08-05 10:49:27,bajo
1603,64280720,M,51,Lima,2017-12-13 12:47:23,medio
1604,95918360,M,54,Iquitos,2023-01-29 17:57:30,bajo
1605,66061934,M,47,Lima,2017-05-14 03:27:09,bajo
1606,48858073,F,24,Lima,2018-03-15 14:25:12,bajo
1607,25458308,M,23,Cusco,2021-07-17 18:58:16,alto
1608,64362516,F,71,Trujillo,2021-02-16 18:01:26,medio
1609,12799319,M,72,Cusco,2022-02-05 14:40:01,bajo
1610,53589647,F,20,Iquitos,2017-08-16 14:00:23,bajo
1611,33068427,F,30,Iquitos,2019-11-28 11:53:37,alto
1612,92963368,F,20,Chiclayo,2017-02-19 03:14:49,bajo
1613,71753160,F,43,Arequipa,2017-04-14 08:54:16,bajo
1614,58567046,M,74,Chiclayo,2015-03-14 02:19:43,alto
1615,21828592,M,79,Piura,2016-03-21 19:32:16,medio
1616,68614462,F,41,Cusco,2015-04-08 14:31:01,bajo
1617,24208709,F,70,Cusco,2017-06-13 18:13:20,bajo
1618,42657384,F,23,Chiclayo,2023-04-13 06:09:49,bajo
1619,68475513,F,60,Piura,2022-06-06 18:39:38,bajo
1620,89036966,F,77,Lima,2017-04-23 16:20:49,alto
1621,63747464,M,75,Piura,2016-06-10 01:55:40,bajo
1622,80325062,M,66,Trujillo,2017-05-02 15:46:10,medio
